latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.25,94.75,1140.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (m/s),shortwave_radiation (W/m²)
2022-05-16T07:00,12.9,14,0.00,0.00,4.68,11.0
2022-05-16T08:00,12.8,15,0.00,0.00,4.41,126.0
2022-05-16T09:00,12.8,16,0.00,0.00,5.46,319.0
2022-05-16T10:00,20.9,9,0.00,0.00,6.63,527.0
2022-05-16T11:00,22.1,9,0.00,0.00,7.18,714.0
2022-05-16T12:00,23.5,7,0.00,0.00,7.45,863.0
2022-05-16T13:00,27.9,3,0.00,0.00,7.16,961.0
2022-05-16T14:00,28.1,3,0.00,0.00,6.32,998.0
2022-05-16T15:00,28.1,3,0.00,0.00,5.75,966.0
2022-05-16T16:00,29.5,3,0.00,0.00,5.68,857.0
2022-05-16T17:00,29.2,3,0.00,0.00,5.48,641.0
2022-05-16T18:00,27.2,5,0.00,0.00,4.51,476.0
2022-05-16T19:00,27.2,5,0.00,0.00,4.62,292.0
2022-05-16T20:00,27.2,5,0.00,0.00,4.30,140.0
2022-05-16T21:00,27.0,5,0.00,0.00,3.45,22.0
2022-05-16T22:00,22.1,7,0.00,0.00,3.21,0.0
2022-05-16T23:00,19.9,9,0.00,0.00,3.39,0.0
2022-05-17T00:00,18.8,9,0.00,0.00,2.96,0.0
2022-05-17T01:00,16.3,11,0.00,0.00,1.81,0.0
2022-05-17T02:00,16.2,10,0.00,0.00,1.42,0.0
2022-05-17T03:00,16.3,10,0.00,0.00,1.45,0.0
2022-05-17T04:00,14.1,14,0.00,0.00,1.73,0.0
2022-05-17T05:00,13.2,15,0.00,0.00,1.81,0.0
2022-05-17T06:00,14.5,11,0.00,0.00,1.51,0.0
2022-05-17T07:00,15.3,9,0.00,0.00,1.14,9.0
2022-05-17T08:00,14.6,13,0.00,0.00,0.67,94.0
2022-05-17T09:00,14.8,13,0.00,0.00,0.46,279.0
2022-05-17T10:00,21.0,9,0.00,0.00,1.05,476.0
2022-05-17T11:00,21.8,8,0.00,0.00,1.22,661.0
2022-05-17T12:00,22.5,8,0.00,0.00,1.46,756.0
2022-05-17T13:00,26.5,5,0.00,0.00,1.82,802.0
2022-05-17T14:00,26.9,5,0.00,0.00,2.10,796.0
2022-05-17T15:00,27.2,6,0.00,0.00,1.97,721.0
2022-05-17T16:00,28.2,6,0.00,0.00,1.67,747.0
2022-05-17T17:00,28.4,7,0.00,0.00,1.50,631.0
2022-05-17T18:00,26.3,11,0.00,0.00,1.72,533.0
2022-05-17T19:00,26.6,10,0.00,0.00,1.75,359.0
2022-05-17T20:00,27.0,10,0.00,0.00,2.10,168.0
2022-05-17T21:00,27.2,10,0.00,0.00,2.06,27.0
2022-05-17T22:00,23.4,14,0.00,0.00,2.80,0.0
2022-05-17T23:00,21.4,13,0.00,0.00,3.15,0.0
2022-05-18T00:00,20.8,13,0.00,0.00,3.27,0.0
2022-05-18T01:00,19.3,12,0.00,0.00,3.19,0.0
2022-05-18T02:00,18.8,9,0.00,0.00,2.87,0.0
2022-05-18T03:00,18.2,10,0.00,0.00,2.52,0.0
2022-05-18T04:00,16.4,12,0.00,0.00,2.25,0.0
2022-05-18T05:00,15.8,10,0.00,0.00,2.40,0.0
2022-05-18T06:00,16.5,10,0.00,0.00,2.35,0.0
2022-05-18T07:00,15.9,9,0.00,0.00,2.54,12.0
2022-05-18T08:00,16.3,11,0.00,0.00,2.02,126.0
2022-05-18T09:00,16.6,13,0.00,0.00,1.03,313.0
2022-05-18T10:00,23.8,10,0.00,0.00,1.10,513.0
2022-05-18T11:00,24.4,12,0.00,0.00,1.52,695.0
2022-05-18T12:00,25.1,12,0.00,0.00,1.69,842.0
2022-05-18T13:00,28.7,8,0.00,0.00,1.00,940.0
2022-05-18T14:00,29.0,8,0.00,0.00,0.57,979.0
2022-05-18T15:00,29.1,9,0.00,0.00,1.93,955.0
2022-05-18T16:00,30.2,8,0.00,0.00,2.72,871.0
2022-05-18T17:00,30.3,8,0.00,0.00,3.07,738.0
2022-05-18T18:00,28.4,13,0.00,0.00,2.75,561.0
2022-05-18T19:00,28.6,12,0.00,0.00,3.30,351.0
2022-05-18T20:00,28.9,12,0.00,0.00,3.87,163.0
2022-05-18T21:00,29.0,13,0.00,0.00,3.57,26.0
2022-05-18T22:00,25.2,21,0.00,0.00,2.70,0.0
2022-05-18T23:00,22.7,25,0.00,0.00,2.31,0.0
2022-05-19T00:00,22.1,26,0.00,0.00,1.92,0.0
2022-05-19T01:00,19.9,27,0.00,0.00,1.39,0.0
2022-05-19T02:00,20.5,23,0.00,0.00,0.75,0.0
2022-05-19T03:00,21.6,19,0.00,0.00,0.54,0.0
2022-05-19T04:00,19.9,20,0.00,0.00,1.39,0.0
2022-05-19T05:00,19.4,20,0.00,0.00,2.25,0.0
2022-05-19T06:00,17.5,26,0.00,0.00,1.46,0.0
2022-05-19T07:00,17.2,25,0.00,0.00,1.24,12.0
2022-05-19T08:00,17.0,21,0.00,0.00,0.97,126.0
2022-05-19T09:00,17.4,22,0.00,0.00,1.03,310.0
2022-05-19T10:00,25.0,14,0.00,0.00,1.05,508.0
2022-05-19T11:00,25.8,15,0.00,0.00,1.28,688.0
2022-05-19T12:00,26.5,14,0.00,0.00,2.05,832.0
2022-05-19T13:00,30.3,10,0.00,0.00,3.09,928.0
2022-05-19T14:00,30.7,11,0.00,0.00,4.25,968.0
2022-05-19T15:00,30.6,11,0.00,0.00,4.82,891.0
2022-05-19T16:00,31.6,11,0.00,0.00,5.16,839.0
2022-05-19T17:00,31.6,10,0.00,0.00,5.23,723.0
2022-05-19T18:00,29.8,13,0.00,0.00,4.97,561.0
2022-05-19T19:00,29.7,13,0.00,0.00,5.05,365.0
2022-05-19T20:00,29.8,12,0.00,0.00,4.73,171.0
2022-05-19T21:00,29.7,12,0.00,0.00,4.12,29.0
2022-05-19T22:00,26.0,17,0.00,0.00,4.07,0.0
2022-05-19T23:00,23.9,19,0.00,0.00,4.15,0.0
2022-05-20T00:00,23.7,19,0.00,0.00,3.96,0.0
2022-05-20T01:00,22.2,19,0.00,0.00,3.31,0.0
2022-05-20T02:00,21.8,19,0.00,0.00,1.82,0.0
2022-05-20T03:00,22.9,16,0.00,0.00,0.81,0.0
2022-05-20T04:00,18.7,24,0.00,0.00,1.21,0.0
2022-05-20T05:00,17.5,25,0.00,0.00,1.71,0.0
2022-05-20T06:00,19.5,22,0.00,0.00,1.90,0.0
2022-05-20T07:00,18.7,23,0.00,0.00,2.00,13.0
2022-05-20T08:00,18.0,24,0.00,0.00,1.82,127.0
2022-05-20T09:00,17.8,21,0.00,0.00,0.97,306.0
2022-05-20T10:00,25.9,13,0.00,0.00,0.14,496.0
2022-05-20T11:00,26.6,14,0.00,0.00,0.73,679.0
2022-05-20T12:00,27.5,14,0.00,0.00,1.48,817.0
2022-05-20T13:00,30.7,11,0.00,0.00,1.86,916.0
2022-05-20T14:00,30.9,11,0.00,0.00,2.14,966.0
2022-05-20T15:00,31.0,11,0.00,0.00,2.33,947.0
2022-05-20T16:00,32.0,9,0.00,0.00,2.26,870.0
2022-05-20T17:00,32.1,9,0.00,0.00,1.95,731.0
2022-05-20T18:00,30.5,13,0.00,0.00,1.21,564.0
2022-05-20T19:00,30.6,13,0.00,0.00,1.27,367.0
2022-05-20T20:00,30.9,12,0.00,0.00,1.35,173.0
2022-05-20T21:00,31.1,12,0.00,0.00,1.52,31.0
2022-05-20T22:00,26.4,17,0.00,0.00,1.86,0.0
2022-05-20T23:00,25.1,19,0.00,0.00,2.00,0.0
2022-05-21T00:00,26.0,17,0.00,0.00,2.04,0.0
2022-05-21T01:00,23.7,19,0.00,0.00,2.40,0.0
2022-05-21T02:00,23.0,19,0.00,0.00,3.10,0.0
2022-05-21T03:00,21.0,20,0.00,0.00,2.80,0.0
2022-05-21T04:00,17.8,24,0.00,0.00,1.91,0.0
2022-05-21T05:00,17.7,23,0.00,0.00,2.22,0.0
2022-05-21T06:00,19.7,20,0.00,0.00,3.31,0.0
2022-05-21T07:00,20.1,20,0.00,0.00,3.20,14.0
2022-05-21T08:00,20.0,22,0.00,0.00,2.84,132.0
2022-05-21T09:00,20.1,24,0.00,0.00,2.87,320.0
2022-05-21T10:00,26.9,14,0.00,0.00,2.85,520.0
2022-05-21T11:00,27.6,15,0.00,0.00,2.45,701.0
2022-05-21T12:00,28.3,15,0.00,0.00,2.44,847.0
2022-05-21T13:00,32.5,9,0.00,0.00,3.00,943.0
2022-05-21T14:00,32.6,8,0.00,0.00,3.69,984.0
2022-05-21T15:00,32.6,8,0.00,0.00,4.15,958.0
2022-05-21T16:00,33.4,8,0.00,0.00,4.28,881.0
2022-05-21T17:00,33.5,7,0.00,0.00,4.19,751.0
2022-05-21T18:00,31.7,11,0.00,0.00,5.12,575.0
2022-05-21T19:00,31.7,11,0.00,0.00,5.21,370.0
2022-05-21T20:00,31.8,11,0.00,0.00,5.26,173.0
2022-05-21T21:00,31.7,11,0.00,0.00,4.92,32.0
2022-05-21T22:00,28.0,14,0.00,0.00,8.42,0.0
2022-05-21T23:00,25.6,20,0.00,0.00,10.05,0.0
2022-05-22T00:00,24.9,22,0.00,0.00,9.45,0.0
2022-05-22T01:00,23.0,24,0.00,0.00,9.02,0.0
2022-05-22T02:00,23.2,23,0.00,0.00,9.00,0.0
2022-05-22T03:00,23.2,22,0.00,0.00,8.72,0.0
2022-05-22T04:00,21.1,25,0.00,0.00,8.11,0.0
2022-05-22T05:00,21.1,24,0.00,0.00,7.85,0.0
2022-05-22T06:00,21.7,25,0.00,0.00,5.89,0.0
2022-05-22T07:00,21.6,24,0.00,0.00,5.39,14.0
2022-05-22T08:00,21.1,25,0.00,0.00,4.90,128.0
2022-05-22T09:00,20.6,26,0.00,0.00,6.59,300.0
2022-05-22T10:00,27.1,17,0.00,0.00,7.94,490.0
2022-05-22T11:00,27.7,17,0.00,0.00,8.45,651.0
2022-05-22T12:00,28.4,16,0.00,0.00,8.21,768.0
2022-05-22T13:00,32.4,11,0.00,0.00,7.70,792.0
2022-05-22T14:00,32.8,10,0.00,0.00,7.39,870.0
2022-05-22T15:00,33.0,9,0.00,0.00,7.05,876.0
2022-05-22T16:00,33.7,8,0.00,0.00,6.89,809.0
2022-05-22T17:00,33.8,8,0.00,0.00,7.54,709.0
2022-05-22T18:00,31.6,10,0.00,0.00,8.79,565.0
2022-05-22T19:00,31.3,10,0.00,0.00,9.31,374.0
2022-05-22T20:00,31.2,10,0.00,0.00,9.49,170.0
2022-05-22T21:00,31.2,10,0.00,0.00,8.84,31.0
2022-05-22T22:00,28.7,12,0.00,0.00,9.12,0.0
2022-05-22T23:00,26.3,14,0.00,0.00,10.27,0.0
2022-05-23T00:00,26.3,14,0.00,0.00,11.38,0.0
2022-05-23T01:00,25.4,16,0.00,0.00,11.68,0.0
2022-05-23T02:00,25.4,16,0.00,0.00,11.50,0.0
2022-05-23T03:00,25.6,15,0.00,0.00,11.11,0.0
2022-05-23T04:00,24.0,17,0.00,0.00,10.47,0.0
2022-05-23T05:00,23.1,16,0.00,0.00,9.71,0.0
2022-05-23T06:00,22.8,19,0.00,0.00,9.89,0.0
2022-05-23T07:00,22.4,20,0.00,0.00,9.60,15.0
2022-05-23T08:00,21.9,21,0.00,0.00,8.40,137.0
2022-05-23T09:00,21.4,22,0.00,0.00,10.14,312.0
2022-05-23T10:00,27.6,16,0.00,0.00,10.53,490.0
2022-05-23T11:00,28.1,16,0.00,0.00,10.99,651.0
2022-05-23T12:00,29.2,15,0.00,0.00,12.06,793.0
2022-05-23T13:00,33.7,10,0.00,0.00,12.88,879.0
2022-05-23T14:00,34.3,9,0.00,0.00,13.53,927.0
2022-05-23T15:00,34.5,9,0.00,0.00,13.94,911.0
2022-05-23T16:00,35.7,8,0.00,0.00,14.09,824.0
2022-05-23T17:00,35.5,8,0.00,0.00,14.24,699.0
2022-05-23T18:00,32.9,10,0.00,0.00,14.12,544.0
2022-05-23T19:00,32.7,10,0.00,0.00,13.47,376.0
2022-05-23T20:00,32.4,10,0.00,0.00,11.67,178.0
2022-05-23T21:00,32.1,10,0.00,0.00,10.82,33.0
2022-05-23T22:00,29.6,12,0.00,0.00,10.62,0.0
2022-05-23T23:00,28.1,13,0.00,0.00,10.98,0.0
2022-05-24T00:00,28.2,13,0.00,0.00,11.80,0.0
2022-05-24T01:00,26.9,13,0.00,0.00,12.30,0.0
2022-05-24T02:00,27.1,13,0.00,0.00,12.57,0.0
2022-05-24T03:00,27.2,13,0.00,0.00,12.56,0.0
2022-05-24T04:00,25.9,14,0.00,0.00,11.54,0.0
2022-05-24T05:00,26.0,13,0.00,0.00,10.11,0.0
2022-05-24T06:00,26.3,16,0.00,0.00,7.61,0.0
2022-05-24T07:00,26.2,16,0.00,0.00,7.04,9.0
2022-05-24T08:00,26.0,16,0.00,0.00,6.66,97.0
2022-05-24T09:00,25.6,17,0.00,0.00,7.25,197.0
2022-05-24T10:00,30.2,13,0.00,0.00,7.00,376.0
2022-05-24T11:00,30.3,13,0.00,0.00,6.19,496.0
2022-05-24T12:00,30.1,13,0.00,0.00,5.35,514.0
2022-05-24T13:00,33.3,11,0.00,0.00,4.60,563.0
2022-05-24T14:00,33.4,11,0.00,0.00,4.10,607.0
2022-05-24T15:00,33.4,12,0.00,0.00,3.11,581.0
2022-05-24T16:00,34.2,12,0.00,0.00,1.99,453.0
2022-05-24T17:00,34.3,12,0.00,0.00,2.99,374.0
2022-05-24T18:00,32.2,12,0.00,0.00,1.08,215.0
2022-05-24T19:00,32.0,12,0.00,0.00,1.57,97.0
2022-05-24T20:00,32.5,13,0.00,0.00,6.02,62.0
2022-05-24T21:00,32.6,13,0.00,0.00,8.99,17.0
2022-05-24T22:00,31.4,12,0.00,0.00,10.96,0.0
2022-05-24T23:00,30.4,12,0.00,0.00,11.69,0.0
2022-05-25T00:00,30.8,11,0.00,0.00,12.32,0.0
2022-05-25T01:00,28.8,13,0.00,0.00,12.65,0.0
2022-05-25T02:00,28.3,13,0.00,0.00,12.35,0.0
2022-05-25T03:00,28.1,13,0.00,0.00,11.53,0.0
2022-05-25T04:00,26.0,15,0.00,0.00,10.63,0.0
2022-05-25T05:00,25.9,15,0.00,0.00,9.84,0.0
2022-05-25T06:00,24.4,17,0.00,0.00,8.06,0.0
2022-05-25T07:00,24.0,20,0.00,0.00,8.10,15.0
2022-05-25T08:00,23.7,22,0.00,0.00,7.99,131.0
2022-05-25T09:00,23.0,26,0.00,0.00,10.14,310.0
2022-05-25T10:00,26.4,24,0.00,0.00,10.47,471.0
2022-05-25T11:00,26.8,25,0.00,0.00,10.36,676.0
2022-05-25T12:00,27.1,24,0.00,0.00,9.50,815.0
2022-05-25T13:00,30.1,22,0.00,0.00,8.70,906.0
2022-05-25T14:00,30.4,21,0.00,0.00,8.59,944.0
2022-05-25T15:00,30.8,20,0.00,0.00,9.18,924.0
2022-05-25T16:00,31.6,19,0.00,0.00,9.85,841.0
2022-05-25T17:00,31.5,19,0.00,0.00,11.00,694.0
2022-05-25T18:00,29.7,22,0.00,0.00,11.49,519.0
2022-05-25T19:00,29.6,22,0.00,0.00,10.15,329.0
2022-05-25T20:00,29.2,23,0.00,0.00,9.46,167.0
2022-05-25T21:00,28.7,24,0.00,0.00,8.57,34.0
2022-05-25T22:00,26.8,28,0.00,0.00,7.99,0.0
2022-05-25T23:00,25.5,28,0.00,0.00,6.52,0.0
2022-05-26T00:00,25.3,29,0.00,0.00,5.28,0.0
2022-05-26T01:00,24.0,32,0.00,0.00,4.52,0.0
2022-05-26T02:00,23.7,33,0.00,0.00,4.53,0.0
2022-05-26T03:00,23.7,35,0.00,0.00,4.62,0.0
2022-05-26T04:00,21.9,35,0.00,0.00,4.46,0.0
2022-05-26T05:00,21.8,33,0.00,0.00,3.45,0.0
2022-05-26T06:00,21.4,30,0.00,0.00,1.72,0.0
2022-05-26T07:00,21.1,29,0.00,0.00,1.18,12.0
2022-05-26T08:00,21.4,27,0.00,0.00,1.20,87.0
2022-05-26T09:00,21.5,27,0.00,0.00,1.70,198.0
2022-05-26T10:00,24.7,27,0.00,0.00,1.80,361.0
2022-05-26T11:00,24.8,26,0.00,0.00,1.59,503.0
2022-05-26T12:00,25.1,26,0.00,0.00,1.44,660.0
2022-05-26T13:00,26.5,26,0.00,0.00,2.35,695.0
2022-05-26T14:00,26.7,28,0.00,0.00,2.94,811.0
2022-05-26T15:00,27.1,28,0.00,0.00,3.58,391.0
2022-05-26T16:00,29.3,29,0.00,0.00,4.07,421.0
2022-05-26T17:00,29.5,29,0.00,0.00,4.57,338.0
2022-05-26T18:00,24.8,35,0.00,0.00,4.03,286.0
2022-05-26T19:00,24.9,35,0.00,0.00,3.52,182.0
2022-05-26T20:00,25.0,35,0.00,0.00,2.86,81.0
2022-05-26T21:00,25.2,35,0.00,0.00,3.02,20.0
2022-05-26T22:00,23.5,37,0.00,0.00,2.23,0.0
2022-05-26T23:00,22.5,39,0.00,0.00,1.62,0.0
2022-05-27T00:00,22.0,41,0.00,0.00,1.74,0.0
2022-05-27T01:00,20.5,46,0.00,0.00,1.93,0.0
2022-05-27T02:00,19.9,48,0.00,0.00,2.00,0.0
2022-05-27T03:00,19.6,50,0.00,0.00,2.17,0.0
2022-05-27T04:00,17.9,56,0.00,0.00,2.44,0.0
2022-05-27T05:00,17.5,57,0.00,0.00,2.47,0.0
2022-05-27T06:00,17.4,54,0.00,0.00,2.25,0.0
2022-05-27T07:00,17.3,54,0.00,0.00,2.50,16.0
2022-05-27T08:00,18.0,49,0.00,0.00,1.90,127.0
2022-05-27T09:00,19.7,39,0.00,0.00,1.60,294.0
2022-05-27T10:00,26.4,23,0.00,0.00,2.51,484.0
2022-05-27T11:00,27.4,23,0.00,0.00,3.94,651.0
2022-05-27T12:00,28.1,23,0.00,0.00,4.55,753.0
2022-05-27T13:00,31.5,16,0.00,0.00,4.53,842.0
2022-05-27T14:00,31.7,15,0.00,0.00,4.54,878.0
2022-05-27T15:00,31.5,15,0.00,0.00,4.29,868.0
2022-05-27T16:00,32.3,12,0.00,0.00,4.19,778.0
2022-05-27T17:00,32.4,12,0.00,0.00,4.16,672.0
2022-05-27T18:00,30.8,17,0.00,0.00,2.86,467.0
2022-05-27T19:00,31.0,16,0.00,0.00,3.76,312.0
2022-05-27T20:00,31.3,15,0.00,0.00,3.93,124.0
2022-05-27T21:00,31.7,15,0.00,0.00,3.47,21.0
2022-05-27T22:00,29.6,18,0.00,0.00,4.05,0.0
2022-05-27T23:00,28.5,20,0.00,0.00,5.08,0.0
2022-05-28T00:00,27.8,21,0.00,0.00,5.23,0.0
2022-05-28T01:00,25.3,27,0.00,0.00,5.00,0.0
2022-05-28T02:00,24.7,26,0.00,0.00,4.68,0.0
2022-05-28T03:00,24.7,26,0.00,0.00,4.14,0.0
2022-05-28T04:00,23.7,32,0.00,0.00,3.51,0.0
2022-05-28T05:00,22.9,35,0.00,0.00,2.85,0.0
2022-05-28T06:00,22.8,38,0.10,0.00,3.20,0.0
2022-05-28T07:00,22.6,40,0.00,0.00,1.20,13.0
2022-05-28T08:00,22.4,40,0.00,0.00,1.06,104.0
2022-05-28T09:00,22.7,40,0.00,0.00,1.21,239.0
2022-05-28T10:00,24.9,32,0.00,0.00,2.85,467.0
2022-05-28T11:00,25.1,31,0.00,0.00,3.79,689.0
2022-05-28T12:00,27.1,30,0.00,0.00,4.31,821.0
2022-05-28T13:00,28.2,26,0.00,0.00,5.79,899.0
2022-05-28T14:00,29.0,26,0.00,0.00,7.22,905.0
2022-05-28T15:00,29.2,23,0.00,0.00,7.96,877.0
2022-05-28T16:00,29.8,23,0.00,0.00,7.25,675.0
2022-05-28T17:00,29.8,21,0.00,0.00,6.38,444.0
2022-05-28T18:00,28.4,23,0.00,0.00,5.58,257.0
2022-05-28T19:00,28.7,21,0.00,0.00,4.16,316.0
2022-05-28T20:00,28.0,20,0.00,0.00,3.22,163.0
2022-05-28T21:00,28.0,20,0.00,0.00,2.51,33.0
2022-05-28T22:00,25.6,28,0.00,0.00,4.30,0.0
2022-05-28T23:00,24.3,33,0.00,0.00,3.94,0.0
2022-05-29T00:00,23.8,35,0.00,0.00,2.92,0.0
2022-05-29T01:00,22.8,36,0.00,0.00,2.23,0.0
2022-05-29T02:00,22.1,40,0.00,0.00,1.56,0.0
2022-05-29T03:00,21.8,42,0.00,0.00,0.62,0.0
2022-05-29T04:00,19.7,47,0.00,0.00,0.81,0.0
2022-05-29T05:00,19.5,48,0.00,0.00,1.36,0.0
2022-05-29T06:00,20.4,50,0.00,0.00,1.92,0.0
2022-05-29T07:00,20.3,50,0.00,0.00,2.00,16.0
2022-05-29T08:00,20.7,47,0.00,0.00,2.89,125.0
2022-05-29T09:00,20.6,46,0.00,0.00,4.73,293.0
2022-05-29T10:00,25.5,33,0.00,0.00,6.31,486.0
2022-05-29T11:00,26.0,31,0.00,0.00,7.58,675.0
2022-05-29T12:00,26.5,29,0.00,0.00,8.19,781.0
2022-05-29T13:00,30.1,18,0.00,0.00,8.49,928.0
2022-05-29T14:00,30.3,17,0.00,0.00,8.87,963.0
2022-05-29T15:00,30.5,16,0.00,0.00,9.14,955.0
2022-05-29T16:00,32.0,10,0.00,0.00,9.23,878.0
2022-05-29T17:00,32.1,10,0.00,0.00,9.11,756.0
2022-05-29T18:00,30.3,9,0.00,0.00,8.56,573.0
2022-05-29T19:00,30.2,9,0.00,0.00,8.70,372.0
2022-05-29T20:00,30.0,7,0.00,0.00,8.66,198.0
2022-05-29T21:00,29.8,7,0.00,0.00,7.66,43.0
2022-05-29T22:00,26.8,12,0.00,0.00,7.57,0.0
2022-05-29T23:00,24.7,16,0.00,0.00,7.69,0.0
2022-05-30T00:00,24.4,17,0.00,0.00,7.54,0.0
2022-05-30T01:00,22.0,22,0.00,0.00,7.14,0.0
2022-05-30T02:00,21.7,22,0.00,0.00,6.83,0.0
2022-05-30T03:00,21.5,23,0.00,0.00,6.64,0.0
2022-05-30T04:00,19.3,29,0.00,0.00,6.69,0.0
2022-05-30T05:00,19.1,30,0.00,0.00,6.72,0.0
2022-05-30T06:00,20.8,25,0.00,0.00,7.76,0.0
2022-05-30T07:00,20.4,26,0.00,0.00,7.31,18.0
2022-05-30T08:00,20.8,26,0.00,0.00,6.53,142.0
2022-05-30T09:00,20.6,28,0.00,0.00,8.28,335.0
2022-05-30T10:00,27.7,18,0.00,0.00,9.25,534.0
2022-05-30T11:00,29.0,15,0.00,0.00,10.63,716.0
2022-05-30T12:00,30.0,12,0.00,0.00,11.72,861.0
2022-05-30T13:00,32.9,7,0.00,0.00,11.67,959.0
2022-05-30T14:00,33.2,7,0.00,0.00,10.82,991.0
2022-05-30T15:00,33.3,7,0.00,0.00,10.20,965.0
2022-05-30T16:00,34.0,7,0.00,0.00,10.04,879.0
2022-05-30T17:00,34.0,7,0.00,0.00,10.07,739.0
2022-05-30T18:00,32.2,10,0.00,0.00,9.40,561.0
2022-05-30T19:00,32.1,9,0.00,0.00,9.28,379.0
2022-05-30T20:00,32.2,7,0.00,0.00,8.25,188.0
2022-05-30T21:00,32.0,7,0.00,0.00,6.71,42.0
2022-05-30T22:00,28.8,11,0.00,0.00,6.60,0.0
2022-05-30T23:00,27.1,13,0.00,0.00,6.48,0.0
2022-05-31T00:00,27.0,12,0.00,0.00,6.00,0.0
2022-05-31T01:00,25.7,13,0.00,0.00,5.58,0.0
2022-05-31T02:00,25.2,13,0.00,0.00,6.01,0.0
2022-05-31T03:00,25.1,13,0.00,0.00,6.52,0.0
2022-05-31T04:00,23.1,16,0.00,0.00,6.69,0.0
2022-05-31T05:00,22.3,16,0.00,0.00,6.42,0.0
2022-05-31T06:00,24.3,15,0.00,0.00,8.21,0.0
2022-05-31T07:00,23.8,17,0.00,0.00,8.32,19.0
2022-05-31T08:00,24.0,18,0.00,0.00,8.41,144.0
2022-05-31T09:00,24.0,20,0.00,0.00,10.44,333.0
2022-05-31T10:00,29.0,14,0.00,0.00,11.71,528.0
2022-05-31T11:00,29.5,13,0.00,0.00,11.26,708.0
2022-05-31T12:00,30.0,13,0.00,0.00,11.06,850.0
2022-05-31T13:00,33.1,9,0.00,0.00,11.22,940.0
2022-05-31T14:00,33.3,10,0.00,0.00,10.96,968.0
2022-05-31T15:00,33.3,10,0.00,0.00,10.65,968.0
2022-05-31T16:00,34.5,10,0.00,0.00,10.36,887.0
2022-05-31T17:00,34.4,10,0.00,0.00,9.96,757.0
2022-05-31T18:00,32.8,10,0.00,0.00,10.45,587.0
2022-05-31T19:00,32.7,10,0.00,0.00,10.47,388.0
2022-05-31T20:00,32.5,9,0.00,0.00,9.70,183.0
2022-05-31T21:00,32.4,9,0.00,0.00,8.14,40.0
2022-05-31T22:00,29.1,11,0.00,0.00,7.78,0.0
2022-05-31T23:00,27.2,12,0.00,0.00,7.24,0.0
2022-06-01T00:00,27.2,12,0.00,0.00,6.91,0.0
2022-06-01T01:00,26.0,11,0.00,0.00,7.65,0.0
2022-06-01T02:00,26.0,10,0.00,0.00,7.45,0.0
2022-06-01T03:00,25.4,10,0.00,0.00,6.14,0.0
2022-06-01T04:00,23.5,13,0.00,0.00,4.98,0.0
2022-06-01T05:00,23.8,12,0.00,0.00,4.18,0.0
2022-06-01T06:00,22.7,17,0.00,0.00,4.66,0.0
2022-06-01T07:00,22.2,18,0.00,0.00,3.80,17.0
2022-06-01T08:00,22.0,18,0.00,0.00,2.66,142.0
2022-06-01T09:00,22.4,18,0.00,0.00,2.81,323.0
2022-06-01T10:00,26.0,15,0.00,0.00,2.05,493.0
2022-06-01T11:00,26.3,15,0.00,0.00,0.83,628.0
2022-06-01T12:00,26.6,17,0.00,0.00,0.90,756.0
2022-06-01T13:00,29.3,15,0.00,0.00,2.03,748.0
2022-06-01T14:00,29.9,17,0.00,0.00,3.27,749.0
2022-06-01T15:00,30.6,19,0.00,0.00,4.45,635.0
2022-06-01T16:00,31.9,16,0.00,0.00,4.75,535.0
2022-06-01T17:00,31.8,16,0.00,0.00,4.42,540.0
2022-06-01T18:00,30.1,20,0.00,0.00,4.95,491.0
2022-06-01T19:00,30.2,19,0.00,0.00,6.24,294.0
2022-06-01T20:00,30.4,18,0.00,0.00,7.69,110.0
2022-06-01T21:00,30.4,18,0.00,0.00,7.50,17.0
2022-06-01T22:00,28.3,22,0.00,0.00,7.08,0.0
2022-06-01T23:00,27.0,28,0.00,0.00,7.36,0.0
2022-06-02T00:00,24.5,35,0.00,0.00,6.61,0.0
2022-06-02T01:00,22.9,36,0.00,0.00,4.16,0.0
2022-06-02T02:00,23.5,35,0.00,0.00,4.37,0.0
2022-06-02T03:00,24.3,32,0.00,0.00,2.41,0.0
2022-06-02T04:00,23.4,35,0.00,0.00,0.82,0.0
2022-06-02T05:00,23.0,36,0.00,0.00,2.66,0.0
2022-06-02T06:00,21.7,39,0.00,0.00,4.15,0.0
2022-06-02T07:00,21.5,40,0.00,0.00,2.38,11.0
2022-06-02T08:00,21.6,40,0.00,0.00,1.15,103.0
2022-06-02T09:00,21.6,40,0.00,0.00,2.33,245.0
2022-06-02T10:00,23.8,34,0.00,0.00,3.05,449.0
2022-06-02T11:00,24.0,35,0.00,0.00,3.15,570.0
2022-06-02T12:00,24.3,34,0.00,0.00,2.86,686.0
2022-06-02T13:00,28.0,26,0.00,0.00,2.67,768.0
2022-06-02T14:00,28.2,26,0.00,0.00,3.57,773.0
2022-06-02T15:00,28.2,26,0.00,0.00,4.95,819.0
2022-06-02T16:00,29.0,24,0.00,0.00,5.62,723.0
2022-06-02T17:00,28.8,23,0.00,0.00,5.83,526.0
2022-06-02T18:00,26.9,25,0.00,0.00,4.88,315.0
