latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.25,94.75,1140.0,28800,Asia/Shanghai,GMT+8

time,temperature_2m (°C),relativehumidity_2m (%),rain (mm),snowfall (cm),windspeed_10m (m/s),shortwave_radiation (W/m²)
2020-05-18T18:00,27.9,9,0.00,0.00,8.28,572.0
2020-05-18T19:00,27.6,9,0.00,0.00,8.34,373.0
2020-05-18T20:00,27.5,8,0.00,0.00,8.10,173.0
2020-05-18T21:00,27.2,8,0.00,0.00,7.45,29.0
2020-05-18T22:00,23.5,9,0.00,0.00,7.31,0.0
2020-05-18T23:00,21.2,12,0.00,0.00,7.12,0.0
2020-05-19T00:00,21.1,11,0.00,0.00,6.58,0.0
2020-05-19T01:00,18.3,13,0.00,0.00,6.14,0.0
2020-05-19T02:00,18.0,12,0.00,0.00,5.57,0.0
2020-05-19T03:00,17.9,12,0.00,0.00,4.88,0.0
2020-05-19T04:00,16.3,13,0.00,0.00,4.21,0.0
2020-05-19T05:00,16.4,13,0.00,0.00,3.73,0.0
2020-05-19T06:00,16.5,17,0.00,0.00,4.21,0.0
2020-05-19T07:00,16.0,17,0.00,0.00,4.18,13.0
2020-05-19T08:00,15.5,18,0.00,0.00,3.86,132.0
2020-05-19T09:00,15.6,19,0.00,0.00,4.81,321.0
2020-05-19T10:00,22.9,11,0.00,0.00,5.19,522.0
2020-05-19T11:00,23.5,11,0.00,0.00,5.22,708.0
2020-05-19T12:00,24.3,11,0.00,0.00,5.48,857.0
2020-05-19T13:00,28.9,8,0.00,0.00,5.91,954.0
2020-05-19T14:00,29.4,8,0.00,0.00,5.95,991.0
2020-05-19T15:00,29.7,8,0.00,0.00,6.21,966.0
2020-05-19T16:00,30.9,8,0.00,0.00,6.44,884.0
2020-05-19T17:00,31.0,8,0.00,0.00,6.55,749.0
2020-05-19T18:00,28.8,9,0.00,0.00,6.05,574.0
2020-05-19T19:00,28.9,9,0.00,0.00,6.31,375.0
2020-05-19T20:00,29.0,9,0.00,0.00,6.22,177.0
2020-05-19T21:00,28.7,9,0.00,0.00,5.05,30.0
2020-05-19T22:00,25.8,11,0.00,0.00,4.79,0.0
2020-05-19T23:00,23.9,13,0.00,0.00,4.68,0.0
2020-05-20T00:00,23.5,13,0.00,0.00,4.55,0.0
2020-05-20T01:00,22.2,13,0.00,0.00,4.24,0.0
2020-05-20T02:00,21.8,13,0.00,0.00,3.83,0.0
2020-05-20T03:00,21.5,13,0.00,0.00,3.20,0.0
2020-05-20T04:00,18.1,17,0.00,0.00,2.40,0.0
2020-05-20T05:00,16.6,18,0.00,0.00,1.80,0.0
2020-05-20T06:00,17.7,20,0.00,0.00,2.37,0.0
2020-05-20T07:00,17.3,21,0.00,0.00,2.40,13.0
2020-05-20T08:00,17.8,20,0.00,0.00,1.78,128.0
2020-05-20T09:00,17.6,21,0.00,0.00,1.04,313.0
2020-05-20T10:00,24.6,13,0.00,0.00,1.12,502.0
2020-05-20T11:00,25.2,13,0.00,0.00,1.35,661.0
2020-05-20T12:00,25.9,13,0.00,0.00,2.19,811.0
2020-05-20T13:00,29.0,11,0.00,0.00,3.33,920.0
2020-05-20T14:00,29.6,11,0.00,0.00,4.00,954.0
2020-05-20T15:00,29.8,10,0.00,0.00,3.62,919.0
2020-05-20T16:00,30.9,10,0.00,0.00,2.83,762.0
2020-05-20T17:00,30.9,10,0.00,0.00,1.98,569.0
2020-05-20T18:00,28.7,11,0.00,0.00,1.41,412.0
2020-05-20T19:00,29.0,11,0.00,0.00,1.32,257.0
2020-05-20T20:00,29.6,11,0.00,0.00,2.92,112.0
2020-05-20T21:00,29.9,10,0.00,0.00,3.77,26.0
2020-05-20T22:00,27.0,12,0.00,0.00,4.32,0.0
2020-05-20T23:00,25.0,15,0.00,0.00,4.51,0.0
2020-05-21T00:00,24.3,14,0.00,0.00,3.11,0.0
2020-05-21T01:00,22.8,14,0.00,0.00,0.89,0.0
2020-05-21T02:00,22.8,11,0.00,0.00,3.28,0.0
2020-05-21T03:00,22.6,10,0.00,0.00,4.06,0.0
2020-05-21T04:00,21.1,12,0.00,0.00,3.72,0.0
2020-05-21T05:00,20.2,12,0.00,0.00,3.41,0.0
2020-05-21T06:00,21.3,15,0.00,0.00,2.80,0.0
2020-05-21T07:00,21.0,16,0.00,0.00,2.41,14.0
2020-05-21T08:00,21.5,17,0.00,0.00,2.00,132.0
2020-05-21T09:00,22.2,18,0.00,0.00,1.60,319.0
2020-05-21T10:00,26.4,16,0.00,0.00,0.81,518.0
2020-05-21T11:00,26.7,19,0.00,0.00,0.32,697.0
2020-05-21T12:00,27.0,20,0.00,0.00,0.64,835.0
2020-05-21T13:00,30.4,16,0.00,0.00,0.51,931.0
2020-05-21T14:00,30.6,15,0.00,0.00,1.41,954.0
2020-05-21T15:00,30.6,15,0.00,0.00,2.55,946.0
2020-05-21T16:00,31.5,15,0.00,0.00,2.91,864.0
2020-05-21T17:00,31.5,14,0.00,0.00,2.97,730.0
2020-05-21T18:00,28.7,19,0.00,0.00,3.62,558.0
2020-05-21T19:00,29.2,18,0.00,0.00,5.95,354.0
2020-05-21T20:00,27.8,21,0.00,0.00,9.71,145.0
2020-05-21T21:00,26.5,27,0.00,0.00,7.91,21.0
2020-05-21T22:00,24.0,32,0.00,0.00,4.40,0.0
2020-05-21T23:00,23.1,35,0.00,0.00,1.82,0.0
2020-05-22T00:00,23.3,33,0.00,0.00,2.26,0.0
2020-05-22T01:00,21.7,36,0.00,0.00,2.18,0.0
2020-05-22T02:00,21.7,35,0.00,0.00,2.06,0.0
2020-05-22T03:00,21.5,34,0.00,0.00,1.94,0.0
2020-05-22T04:00,18.8,41,0.00,0.00,1.80,0.0
2020-05-22T05:00,18.4,40,0.00,0.00,1.84,0.0
2020-05-22T06:00,18.3,44,0.00,0.00,1.03,0.0
2020-05-22T07:00,18.5,43,0.00,0.00,1.30,14.0
2020-05-22T08:00,18.8,42,0.00,0.00,0.98,127.0
2020-05-22T09:00,19.4,40,0.00,0.00,0.86,280.0
2020-05-22T10:00,24.1,30,0.00,0.00,0.76,472.0
2020-05-22T11:00,24.5,30,0.00,0.00,0.81,673.0
2020-05-22T12:00,24.8,30,0.00,0.00,2.02,804.0
2020-05-22T13:00,27.0,26,0.00,0.00,3.11,916.0
2020-05-22T14:00,27.3,25,0.00,0.00,4.83,937.0
2020-05-22T15:00,27.4,25,0.00,0.00,6.33,892.0
2020-05-22T16:00,28.1,22,0.00,0.00,7.22,825.0
2020-05-22T17:00,27.8,23,0.00,0.00,7.75,663.0
2020-05-22T18:00,24.9,24,0.00,0.00,7.03,436.0
2020-05-22T19:00,24.7,25,0.00,0.00,6.52,240.0
2020-05-22T20:00,24.5,26,0.00,0.00,6.37,149.0
2020-05-22T21:00,24.0,25,0.00,0.00,6.20,31.0
2020-05-22T22:00,21.5,29,0.00,0.00,6.52,0.0
2020-05-22T23:00,20.1,28,0.00,0.00,6.17,0.0
2020-05-23T00:00,19.9,31,0.00,0.00,4.61,0.0
2020-05-23T01:00,17.8,38,0.00,0.00,2.44,0.0
2020-05-23T02:00,17.8,38,0.00,0.00,1.40,0.0
2020-05-23T03:00,17.9,37,0.00,0.00,2.33,0.0
2020-05-23T04:00,17.3,35,0.00,0.00,2.76,0.0
2020-05-23T05:00,17.2,36,0.00,0.00,2.75,0.0
2020-05-23T06:00,18.2,32,0.00,0.00,2.80,0.0
2020-05-23T07:00,17.7,34,0.00,0.00,2.41,14.0
2020-05-23T08:00,17.6,36,0.00,0.00,2.12,126.0
2020-05-23T09:00,18.1,37,0.00,0.00,3.16,280.0
2020-05-23T10:00,22.8,24,0.00,0.00,4.46,447.0
2020-05-23T11:00,23.0,25,0.00,0.00,5.10,595.0
2020-05-23T12:00,23.2,24,0.00,0.00,5.15,785.0
2020-05-23T13:00,26.2,13,0.00,0.00,5.24,883.0
2020-05-23T14:00,26.1,14,0.00,0.00,5.33,935.0
2020-05-23T15:00,26.0,15,0.00,0.00,5.38,935.0
2020-05-23T16:00,26.7,15,0.00,0.00,5.61,864.0
2020-05-23T17:00,26.8,15,0.00,0.00,5.67,707.0
2020-05-23T18:00,25.7,14,0.00,0.00,5.34,546.0
2020-05-23T19:00,25.8,13,0.00,0.00,5.44,372.0
2020-05-23T20:00,25.8,13,0.00,0.00,5.38,161.0
