步骤编号,工作状态（ON/OFF）,运行时间（min）,起始温度（℃）,终点温度（℃）,湿度控制标志（ON/OFF）,起始湿度（%）,终点湿度（%）,日照控制标志（ON/OFF）,日照控制方式（开环/闭环）,日照起始角度（°）,日照终点角度（°）,起始日照强度（W/m2）,终点日照强度（W/m2）,降雨控制标志（ON/OFF）,起始降雨量（mm/h）,终点降雨量（mm/h）,风速控制标志（ON/OFF）,起始风速（m/s）,终点风速（m/s）,降雪控制标志（ON/OFF）,起始降雪量（mm/h）,终点降雪量（mm/h）
152,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
153,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
154,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
155,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
156,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
157,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
158,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
159,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
160,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
161,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
162,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
163,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
164,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
165,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
166,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
167,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
168,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
169,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
170,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
171,ON,3.3,5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
172,ON,60.0,-5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,ON,15.0,15.0
173,ON,4.3,-5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
174,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
175,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
176,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
177,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
178,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
179,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
180,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
181,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
182,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
183,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
184,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
185,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
186,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
187,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
188,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
189,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
190,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
191,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
192,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
193,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
194,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
195,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
196,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
197,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
198,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
199,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
200,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
201,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
202,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
203,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
204,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
205,ON,3.3,5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
206,ON,60.0,-5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,ON,15.0,15.0
207,ON,4.3,-5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
208,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
209,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
210,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
211,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
212,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
213,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
214,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
215,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
216,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
217,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
218,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
219,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
220,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
221,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
222,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
223,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
224,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
225,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
226,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
227,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
228,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
229,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
230,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
231,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
232,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
233,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
234,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
235,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
236,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
237,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
238,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
239,ON,3.3,5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
240,ON,60.0,-5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,ON,15.0,15.0
241,ON,4.3,-5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
242,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
243,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
244,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
245,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
246,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
247,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
248,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
249,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
250,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
251,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
252,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
253,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
254,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
255,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
256,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
257,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
258,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
259,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
260,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
261,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
262,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
263,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
264,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
265,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
266,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
267,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
268,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
269,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
270,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
271,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
272,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
273,ON,3.3,5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
274,ON,60.0,-5.0,-5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,ON,15.0,15.0
275,ON,4.3,-5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
276,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
277,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
278,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
279,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
280,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
281,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
282,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
283,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
284,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
285,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
286,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
287,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
288,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
289,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
290,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
291,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
292,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
293,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
294,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
295,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
296,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
297,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
298,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
299,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
300,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
301,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
302,ON,240.0,5.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
303,ON,7.7,5.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
304,ON,360.0,-18.0,-18.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
305,ON,7.7,-18.0,5.0,OFF,50.0,50.0,OFF,开环,0.0,0.0,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0,OFF,0.0,0.0
